PROD TYPE,NAME,SHIPPED_DATE,Total Orders,Total Pallets,Distance,Cost
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,01-08-2024,1,8,133.2,241.7
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,01-08-2024,1,4,185.1,156.4
AMBCONTROL,AAH PHARMA (WARRINGTON),01-08-2024,1,4,113.6,142.1
AMBCONTROL,ASDA DEPOT 7468,01-08-2024,1,1,203.5,51.2
AMBIENT,SAVERS,01-08-2024,2,3,203.7,127
AMBCONTROL,ASDA WAL-MART STORE,01-08-2024,1,2,93.7,53.2
AMBCONTROL,ASDA REGIONAL DC 7526,01-08-2024,1,1,87.4,36.9
AMBCONTROL,PHOENIX HEALTHCARE DISTRIBUTIO,01-08-2024,2,3,91.3,94.5
AMBCONTROL,OCADO LTD (CFC ANDOVER),01-08-2024,1,1,267,70.6
AMBCONTROL,B & M RETAIL LTD,02-08-2024,1,2,130.9,86.4
AMBCONTROL,ALLIANCE HEALTHCARE (NOTTINGHA,02-08-2024,1,1,29.8,31.4
AMBCONTROL,PHOENIX HEALTHCARE DIST LTD,02-08-2024,1,1,119.6,47.6
AMBCONTROL,ALLOGA UK,02-08-2024,1,13,12.2,209.4
AMBCONTROL,TESCO (BOLTON 510),02-08-2024,2,6,117.8,213.8
AMBCONTROL,SUPERDRUG STORES PLC (DUNSTABL,02-08-2024,1,10,185.1,367.1
AMBIENT,SUPERDRUG STORES PLC WEBSITE,02-08-2024,1,3,74.3,70.3
AMBCONTROL,SUPERDRUG STORES PLC WEBSITE,02-08-2024,1,18,74.3,389.4
AMBCONTROL,WAITROSE LTD (134244),02-08-2024,1,10,168.3,331.4
AMBCONTROL,BOOTS COMPANY PLC (SSC),02-08-2024,20,73,29.8,1406.9
AMBCONTROL,PHOENIX HEALTHCARE (NORWICH),02-08-2024,1,1,240.7,57.6
AMBIENT,SAVERS HEALTH & BEAUTY - DUNST,02-08-2024,1,9,185.1,287.9
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,02-08-2024,1,12,222.9,505.5
AMBIENT,BOOTS COMPANY PLC (SSC),02-08-2024,7,13,29.8,285.8
AMBCONTROL,ALLIANCE HEALTHCARE (HINCKLEY),02-08-2024,1,2,82.5,53.2
AMBCONTROL,BOOKER WHOLESALE LTD,02-08-2024,1,4,214.2,162.1
AMBCONTROL,ASDA DEPOT 7468,02-08-2024,1,4,203.5,156.4
AMBCONTROL,ASDA REGIONAL DC 7526,02-08-2024,1,4,87.4,99
AMBCONTROL,ASDA CHEPSTOW ADC2 7441,02-08-2024,1,4,241.5,210.1
AMBCONTROL,ASDA WAL-MART STORE,02-08-2024,1,4,93.7,90.2
AMBCONTROL,DAY LEWIS MEDICAL LIMITED,02-08-2024,1,5,268.6,261.9
AMBCONTROL,ASDA WAL-MART STORES,02-08-2024,1,4,253.7,207.8
AMBCONTROL,PURFLEET CFC OCADO,02-08-2024,1,1,266.3,63
AMBCONTROL,OCADO LTD (CFC ERITH),02-08-2024,1,1,268.2,66.1
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),02-08-2024,1,28,107.4,628.1
AMBCONTROL,SAVERS,02-08-2024,1,3,203.7,128.2
AMBCONTROL,PRECISION MARKETING GROUP LTD,02-08-2024,1,1,215.9,66.5
AMBCONTROL,ASDA GALLEON BOULEVARD 7442,02-08-2024,1,4,275.4,216.6
AMBCONTROL,OCADO BICESTER,02-08-2024,1,6,171.8,226.6
AMBCONTROL,OCADO CFC2,02-08-2024,1,1,77.4,40.1
AMBCONTROL,PRIMA BRANDS LTD,02-08-2024,1,1,533.4,155.7
AMBIENT,COSTCO WHOLESALE UK LTD,04-08-2024,2,6,234.4,242.6
AMBCONTROL,LIDL GB LTD (NEWTON AYCLIFFE),04-08-2024,3,3,215.5,161
AMBCONTROL,AMAZON TORONTO WAY DON LBA4,04-08-2024,1,1,58.3,38.8
AMBIENT,PRICECHECK TOILETRIES,04-08-2024,1,8,36.5,122.5
AMBCONTROL,TESCO (MIDDLESBOROUGH NON FOOD,04-08-2024,1,3,208.6,126
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,04-08-2024,1,10,239.5,480.7
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,04-08-2024,1,7,133.2,213.4
AMBCONTROL,ASDA REGIONAL DC 7526,04-08-2024,1,4,87.4,99
AMBCONTROL,ASDA,04-08-2024,2,16,93.7,328.8
AMBCONTROL,SAVERS,04-08-2024,1,4,203.7,165.5
AMBIENT,SUPERDRUG STORES PLC (DUNSTABL,05-08-2024,1,13,185.1,408.6
AMBCONTROL,HOLLAND & BARRATT RETAIL LTD,05-08-2024,1,1,51,31.2
AMBCONTROL,ALLIANCE HEALTHCARE (NOTTINGHA,05-08-2024,3,7,29.8,153.4
AMBCONTROL,PHOENIX HEALTHCARE (E/KILBRIDE,05-08-2024,1,1,440.3,98.2
AMBIENT,SAVERS HEALTH & BEAUTY - DUNST,05-08-2024,1,8,185.1,257.9
AMBCONTROL,LIDL GB LTD (MOTHERWELL),05-08-2024,2,3,434.9,263.4
AMBCONTROL,LIDL GB LTD (WEDNESBURY),05-08-2024,1,2,97,56.2
AMBCONTROL,LIDL DISTRIBUTION CENTRE (EXET,05-08-2024,1,2,375.3,157.3
AMBCONTROL,LIDL DISTRIBUTION CENTRE,05-08-2024,1,3,236.6,158.3
AMBCONTROL,BOOKER RETAIL PARTNERS GB LTD,05-08-2024,1,9,128.8,269.8
AMBCONTROL,ALLIANCE HEALTHCARE (DISTN) LT,05-08-2024,1,1,1.6,31.2
AMBCONTROL,ALDI STORES LTD (BATHGATE),05-08-2024,1,4,435.3,325
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),05-08-2024,2,50,107.4,1056
AMBCONTROL,ALLIANCE HEALTHCARE (PRESTON),05-08-2024,1,2,142.1,86.7
AMBCONTROL,ASDA DEPOT 7500,05-08-2024,2,9,117.2,315.8
AMBCONTROL,BOOKER RETAIL PARTNERS DIDCOT,05-08-2024,1,1,213,51.2
AMBCONTROL,CO-OP GRP LTD - NDC COVENTRY,05-08-2024,1,6,97.7,162.9
AMBIENT,AMAZON.CO.UK LTD (BHX3 DAVENTR,05-08-2024,1,1,124.8,40.7
AMBCONTROL,SAINSBURYS SUPERMARKET LTD,05-08-2024,1,13,73.6,282.3
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,05-08-2024,1,15,222.9,628
AMBCONTROL,BOOKER WHOLESALE LTD,05-08-2024,1,1,127.9,47.6
AMBCONTROL,T J MORRIS LTD (AXIS BUS. PARK,05-08-2024,1,19,141.3,684.8
AMBIENT,RAYBURN TRADING LTD,05-08-2024,1,1,95.9,39.2
AMBCONTROL,ALLIANCE HEALTHCARE (COATBRIDG,05-08-2024,1,2,444.3,170.2
AMBCONTROL,ALLIANCE HEALTHCARE (DISTRIBUT,05-08-2024,1,2,262.2,110.8
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,05-08-2024,3,48,133.2,1315.2
AMBCONTROL,ASDA WAL-MART STORES,05-08-2024,1,1,253.7,64
AMBCONTROL,ASDA DEPOT 7468,05-08-2024,1,1,203.5,51.2
AMBCONTROL,ASDA WAL-MART STORE,05-08-2024,1,3,93.7,71.7
AMBCONTROL,T J MORRIS LTD (SOLSTICE BUS.,05-08-2024,1,17,275.3,945.1
AMBCONTROL,PHOENIX HEALTHCARE (ST ALBANS),05-08-2024,1,1,215.2,52.6
AMBCONTROL,ASDA CHEPSTOW ADC2 7441,05-08-2024,1,2,241.5,113
AMBCONTROL,ASDA GALLEON BOULEVARD 7442,05-08-2024,1,1,275.4,66.1
AMBCONTROL,DAY LEWIS MEDICAL LIMITED,05-08-2024,1,12,268.6,606.4
AMBIENT,BOOTS COMPANY PLC (SSC),05-08-2024,5,9,29.8,200.4
AMBCONTROL,BOOTS COMPANY PLC (SSC),05-08-2024,4,19,29.8,347.9
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,05-08-2024,2,5,185.1,207.5
AMBCONTROL,ALLOGA UK,06-08-2024,1,1,12.2,31.4
AMBCONTROL,ALLIANCE HEALTHCARE (SWANSEA),06-08-2024,2,3,303.4,236.1
AMBCONTROL,PHOENIX HEALTHCARE (BIRMINGHAM,06-08-2024,1,2,90.8,64
AMBCONTROL,LIDL DISTRIBUTION CENTRE,06-08-2024,2,5,58.3,145.3
AMBCONTROL,LIDL GB LTD (NORTHFLEET),06-08-2024,1,1,279.8,66.1
AMBCONTROL,BOOKER RETAIL PARTNERS GB LTD,06-08-2024,1,9,74.3,202.6
AMBCONTROL,AMAZON DEESIDE XLP1,06-08-2024,1,2,144.3,86.2
AMBCONTROL,"AMAZON IBA9 (KNOTTINGLEY, UK)",06-08-2024,2,6,89.3,156.5
AMBCONTROL,INSPIRA TRADING LIMITED,06-08-2024,3,5,182.1,236.1
AMBCONTROL,BRP HEMEL HEMPSTEAD,06-08-2024,1,4,205.9,168.2
AMBIENT,SUPERDRUG STORES PLC WEBSITE,06-08-2024,1,1,74.3,34.3
AMBCONTROL,JULIE WAKEFIELD,06-08-2024,1,1,65.8,32.1
AMBCONTROL,ALLIANCE HEALTHCARE (NEWCASTLE,06-08-2024,1,1,268.8,64
AMBCONTROL,ALLIANCE HEALTHCARE (LETCHWORT,06-08-2024,1,1,188,53.6
AMBCONTROL,PRICECHECK/INTERNATIONAL BRAND,06-08-2024,1,5,62.1,94
AMBCONTROL,LIDL GB LTD (PETERBOROUGH),06-08-2024,1,2,130.1,74.6
AMBCONTROL,SAINSBURYS SUPERMARKET LTD,06-08-2024,1,16,73.6,343.9
AMBCONTROL,CO-OP GRP LTD - NDC COVENTRY,06-08-2024,1,4,97.7,114.1
AMBIENT,ASDA,06-08-2024,1,1,93.7,33.1
AMBCONTROL,ASDA,06-08-2024,1,1,93.7,34.7
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),06-08-2024,2,33,107.4,715.5
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,06-08-2024,2,14,239.5,682.5
AMBCONTROL,BOOTS COMPANY PLC (SSC),06-08-2024,2,17,29.8,285.2
AMBCONTROL,LIDL GB LTD (NEWTON AYCLIFFE),06-08-2024,1,1,215.5,53.7
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,06-08-2024,1,14,222.9,587.1
AMBCONTROL,WAITROSE LTD (134244),06-08-2024,1,3,168.3,110.6
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,06-08-2024,2,13,185.1,488.3
AMBCONTROL,ONE STOP STORES LTD (NURSLING),06-08-2024,1,1,305.1,69.8
AMBCONTROL,ONE STOP STORES LTD (WAKEFIELD,06-08-2024,1,3,87.4,78.3
AMBCONTROL,TESCO (MIDDLESBOROUGH NON FOOD,06-08-2024,1,4,208.6,162.6
AMBCONTROL,AAH PHARMA (PERRY BARR),06-08-2024,1,3,97.6,87.9
AMBCONTROL,AAH PHARMA (GLASGOW),06-08-2024,1,1,451.8,98.2
AMBCONTROL,ALLIANCE HEALTHCARE (EXETER-CO,06-08-2024,1,3,384.3,228
AMBCONTROL,ALLOGA UK,07-08-2024,2,2,12.2,62.8
AMBCONTROL,PHOENIX HEALTHCARE (PORTSMOUTH,07-08-2024,2,2,318.6,155.1
AMBCONTROL,AMAZON TORONTO WAY DON LBA4,07-08-2024,1,1,58.3,38.8
AMBCONTROL,B & M RETAIL LTD,07-08-2024,1,3,130.9,121.5
AMBCONTROL,BESTWAY PHARMACY NDC LTD,07-08-2024,2,15,69.1,339.5
AMBCONTROL,LIDL DISTRIBUTION CENTRE,07-08-2024,1,3,236.6,158.3
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),07-08-2024,1,25,107.4,527.9
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,07-08-2024,1,10,239.5,480.7
AMBIENT,BOOTS COMPANY PLC (SSC),07-08-2024,4,5,29.8,131.8
AMBCONTROL,BOOTS COMPANY PLC (SSC),07-08-2024,3,9,29.8,183.1
AMBCONTROL,AAH PHARMA (BRISTOL),07-08-2024,1,1,254.4,63.5
AMBCONTROL,ASDA CHEPSTOW ADC2 7441,07-08-2024,1,3,241.5,161.6
AMBCONTROL,ASDA WAL-MART STORES,07-08-2024,1,2,253.7,111.9
AMBCONTROL,ASDA,07-08-2024,4,11,93.7,268.5
AMBCONTROL,AAH PHARMA (SWANSEA VALE),07-08-2024,1,1,297.2,84
AMBCONTROL,CO-OP GRP LTD - NDC COVENTRY,07-08-2024,1,11,97.7,285.1
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,07-08-2024,3,45,133.2,1202.4
AMBCONTROL,ALLIANCE HEALTHCARE (CROYDON),07-08-2024,1,3,267.8,163.5
AMBCONTROL,ALDI STORES LTD,07-08-2024,1,4,77.4,114.1
AMBIENT,ASDA,07-08-2024,3,13,93.7,263.5
AMBCONTROL,AMAZON FRESH MILTON KEYNES ALT,07-08-2024,1,2,159,79.1
AMBCONTROL,PRIMA BRANDS LTD,07-08-2024,1,8,533.4,1245.6
AMBCONTROL,POUNDLAND DC,07-08-2024,2,3,175.3,160
AMBCONTROL,ALDI STORES LTD (DARLINGTON),07-08-2024,1,2,203.7,90.9
AMBCONTROL,ALDI STORES LTD (SWINDON),07-08-2024,1,2,220.4,108.8
AMBCONTROL,AAH PHARMA (RUISLIP),07-08-2024,1,2,232.1,95.3
AMBCONTROL,DAY LEWIS MEDICAL LIMITED,07-08-2024,1,3,268.6,163.5
AMBCONTROL,UNIVERSAL PROCUREMENT SERVICES,07-08-2024,2,8,315.5,524.5
AMBCONTROL,ALLOGA UK,08-08-2024,2,14,12.2,240.6
AMBCONTROL,ALLOGA UK LTD - AP 3,08-08-2024,1,18,1.6,280.5
AMBCONTROL,LIDL GB LTD (NORTHFLEET),08-08-2024,1,2,279.8,116.3
AMBCONTROL,LIDL LUTON,08-08-2024,1,1,185.1,51.2
AMBCONTROL,BRADFORD M&S DISTRIBUTION DEPO,08-08-2024,1,3,103.5,94.2
AMBCONTROL,ONE STOP STORES LTD,08-08-2024,1,1,83.1,36.2
AMBIENT,SUPERDRUG STORES PLC WEBSITE,08-08-2024,1,9,74.3,178
AMBIENT,SUPERDRUG STORES PLC (DUNSTABL,08-08-2024,1,6,185.1,197.5
AMBCONTROL,LIDL GB LTD (RUNCORN),08-08-2024,1,2,119.6,79.1
AMBCONTROL,HOLLAND & BARRATT RETAIL LTD,08-08-2024,1,1,51,31.2
AMBCONTROL,VICTORIA WHITE,08-08-2024,1,1,387.1,86.6
AMBCONTROL,LIDL GB LTD (WEDNESBURY),08-08-2024,1,2,97,56.2
AMBCONTROL,"AMAZON IBA9 (KNOTTINGLEY, UK)",08-08-2024,2,7,89.3,177.3
AMBIENT,AMAZON.CO.UK LTD (BHX3 DAVENTR,08-08-2024,2,2,124.8,81.4
AMBCONTROL,ASDA GRANGEMOUTH ADC 7491,08-08-2024,1,1,451,104.7
AMBCONTROL,ASDA REGIONAL DC 7526,08-08-2024,1,15,87.4,327.2
AMBCONTROL,ASDA GALLEON BOULEVARD 7442,08-08-2024,1,5,275.4,266.7
AMBCONTROL,ASDA DEPOT 7500,08-08-2024,1,6,117.2,205.2
AMBCONTROL,ASDA DEPOT 7468,08-08-2024,1,2,203.5,86.2
AMBCONTROL,TESCO (BOLTON 510),08-08-2024,1,9,117.8,288.6
AMBCONTROL,PHOENIX HEALTHCARE DISTRIBUTIO,08-08-2024,2,4,91.3,115.2
AMBCONTROL,ALDI STORES LTD (BOLTON),08-08-2024,1,3,117.8,106.8
AMBCONTROL,ALDI SAWLEY,08-08-2024,1,3,32.8,60.5
AMBCONTROL,ASDA,08-08-2024,2,19,93.7,384.4
AMBCONTROL,ALDI STORES LTD (NESTON),08-08-2024,1,2,146.3,86.2
AMBCONTROL,ALDI STORES LTD (GOLDTHORPE),08-08-2024,1,1,62.1,32.1
AMBCONTROL,ASDA WAL-MART STORE,08-08-2024,1,20,93.7,387.1
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),08-08-2024,3,70,107.4,1612.3
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,08-08-2024,2,35,239.5,1561.5
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,08-08-2024,2,31,222.9,1296.8
AMBCONTROL,BOOKER WHOLESALE LTD,08-08-2024,3,8,185.4,315.2
AMBCONTROL,ALLIANCE HEALTHCARE (LEEDS),08-08-2024,1,3,99.1,86.9
AMBCONTROL,PRIMA BRANDS LTD,08-08-2024,1,1,533.4,155.7
AMBCONTROL,BOOTS COMPANY PLC (SSC),08-08-2024,2,5,29.8,107.2
AMBIENT,BOOTS COMPANY PLC (SSC),08-08-2024,1,1,29.8,29.7
AMBCONTROL,AAH PHARMA (WARRINGTON),08-08-2024,1,3,113.6,110.6
AMBCONTROL,OCADO CFC BRISTOL,08-08-2024,1,1,253.8,63.5
AMBCONTROL,KEVIN JOHANSSON,08-08-2024,1,24,387.1,1493
AMBCONTROL,B & M RETAIL LTD,09-08-2024,1,2,130.9,86.4
AMBCONTROL,LIDL UK GMBH (ENFIELD),09-08-2024,1,1,237.3,57.1
AMBCONTROL,BOOKER RETAIL PARTNERS DIDCOT,09-08-2024,1,3,213,121.3
AMBCONTROL,SUPERDRUG STORES PLC (DUNSTABL,09-08-2024,1,7,185.1,261.7
AMBCONTROL,ALDI STORES LTD (CARDIFF),09-08-2024,1,3,269.2,183.4
AMBCONTROL,BOOTS COMPANY PLC (SSC),09-08-2024,26,81,29.8,1557.2
AMBIENT,BOOTS COMPANY PLC (SSC),09-08-2024,7,13,29.8,285.8
AMBCONTROL,SUPERDRUG STORES PLC WEBSITE,09-08-2024,1,8,74.3,181.9
AMBCONTROL,WAITROSE LTD (134244),09-08-2024,1,11,168.3,362.8
AMBCONTROL,T J MORRIS LTD (AXIS BUS. PARK,09-08-2024,2,37,141.3,1334.4
AMBCONTROL,INSPIRA TRADING LIMITED,09-08-2024,1,1,182.1,53.6
AMBCONTROL,ALDI STORES LTD (GOLDTHORPE),09-08-2024,1,5,62.1,94
AMBCONTROL,LIDL DISTRIBUTION CENTRE,09-08-2024,1,3,58.3,84
AMBCONTROL,SAINSBURYS SUPERMARKET LTD,09-08-2024,1,13,73.6,282.3
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,09-08-2024,1,16,222.9,668.9
AMBCONTROL,ALLIANCE HEALTHCARE (HINCKLEY),09-08-2024,1,2,82.5,53.2
AMBCONTROL,T J MORRIS LTD (SOLSTICE BUS.,09-08-2024,1,16,275.3,890.5
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),09-08-2024,2,49,107.4,1055.8
AMBCONTROL,ASDA,09-08-2024,1,2,93.7,53.2
AMBCONTROL,OCADO CFC2,09-08-2024,1,2,77.4,64
AMBCONTROL,OCADO LTD (CFC ANDOVER),09-08-2024,1,1,267,70.6
AMBCONTROL,OCADO LTD (CFC ERITH),09-08-2024,1,1,268.2,66.1
AMBCONTROL,OCADO BICESTER,09-08-2024,1,1,171.8,51.2
AMBCONTROL,PURFLEET CFC OCADO,09-08-2024,1,1,266.3,63
AMBCONTROL,OCADO LUTON,09-08-2024,1,1,187.9,51.2
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,09-08-2024,1,5,239.5,248.3
AMBCONTROL,ALDI STORES LTD (BOLTON),09-08-2024,1,1,117.8,46.4
AMBIENT,AMAZON TORONTO WAY DON LBA4,11-08-2024,1,1,58.3,35.9
AMBCONTROL,LIDL GB LTD (NEWTON AYCLIFFE),11-08-2024,1,1,215.5,53.7
AMBCONTROL,THAMESMEAD RSC - BOOKER C&C,11-08-2024,1,3,264,166.4
AMBCONTROL,B & M RETAIL LTD,11-08-2024,2,2,160.1,95.2
AMBIENT,RAYBURN TRADING LTD,11-08-2024,1,3,95.9,85
AMBCONTROL,INSPIRA TRADING LIMITED,11-08-2024,2,20,182.1,784.2
AMBCONTROL,ALDI SHEPPEY,11-08-2024,1,4,313.6,239.1
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,11-08-2024,1,2,185.1,86.2
AMBCONTROL,SAVERS,11-08-2024,1,2,203.7,90.9
AMBCONTROL,ASDA WAL-MART STORE,11-08-2024,1,6,93.7,127.3
AMBCONTROL,ASDA CHEPSTOW ADC2 7441,11-08-2024,1,4,241.5,210.1
AMBCONTROL,ASDA WAL-MART STORES,11-08-2024,1,4,253.7,207.8
AMBCONTROL,ASDA GRANGEMOUTH ADC 7491,11-08-2024,1,2,451,193.5
AMBCONTROL,PHOENIX HEALTHCARE (E/KILBRIDE,11-08-2024,1,7,440.3,591.9
AMBCONTROL,ALLOGA UK,12-08-2024,1,5,12.2,90.7
AMBCONTROL,SIGMA PHARMACEUTICALS PLC,12-08-2024,4,15,219.2,625.3
AMBCONTROL,AAH PHARMA (ROMFORD PPP0997Q),12-08-2024,1,1,252.9,63
AMBCONTROL,ONE STOP STORES LTD (NURSLING),12-08-2024,1,2,305.1,123.6
AMBCONTROL,BOOKER WHOLESALE LTD,12-08-2024,1,3,127.9,110.6
AMBCONTROL,ALLIANCE HEALTHCARE (DISTN) LT,12-08-2024,1,2,1.6,45.9
AMBIENT,SUPERDRUG STORES PLC WEBSITE,12-08-2024,1,4,74.3,88.2
AMBCONTROL,ALDI STORES LTD (GOLDTHORPE),12-08-2024,1,1,62.1,32.1
AMBCONTROL,ALLIANCE HEALTHCARE (COATBRIDG,12-08-2024,1,3,444.3,247.4
AMBCONTROL,ALLIANCE HEALTHCARE (DISTRIBUT,12-08-2024,1,4,262.2,205.6
AMBCONTROL,ALDI SAWLEY,12-08-2024,1,1,32.8,31.2
AMBCONTROL,ALLIANCE HEALTHCARE (PRESTON),12-08-2024,1,4,142.1,157.4
AMBCONTROL,CO-OP GRP LTD - NDC COVENTRY,12-08-2024,1,5,97.7,138.5
AMBCONTROL,B & M RETAIL LTD,12-08-2024,1,1,130.9,51.2
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),12-08-2024,2,47,107.4,1056
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,12-08-2024,1,17,222.9,709.7
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,12-08-2024,1,12,239.5,573.7
AMBCONTROL,PRIMA BRANDS LTD,12-08-2024,1,12,533.4,1868.4
AMBCONTROL,POUNDLAND DC,12-08-2024,2,5,175.3,240.5
AMBCONTROL,ASDA REGIONAL DC 7526,12-08-2024,1,5,87.4,119.7
AMBCONTROL,ASDA GALLEON BOULEVARD 7442,12-08-2024,1,3,275.4,166.4
AMBCONTROL,ASDA DEPOT 7500,12-08-2024,1,3,117.2,110.6
AMBCONTROL,ASDA,12-08-2024,2,21,93.7,421.5
AMBCONTROL,BRP HEMEL HEMPSTEAD,12-08-2024,1,1,205.9,54.1
AMBCONTROL,SAINSBURYS SUPERMARKET LTD,12-08-2024,1,11,73.6,241.4
AMBCONTROL,ASDA DEPOT 7468,12-08-2024,1,3,203.5,121.3
AMBCONTROL,BOOKER RETAIL PARTNERS GB LTD,12-08-2024,1,2,128.8,72.4
AMBCONTROL,LIDL UK GMBH (BRIDGEND),12-08-2024,1,1,294.3,71.8
AMBCONTROL,THAMESMEAD RSC - BOOKER C&C,12-08-2024,1,1,264,66.1
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,12-08-2024,3,60,133.2,1682.2
AMBCONTROL,DAY LEWIS MEDICAL LIMITED,12-08-2024,1,7,268.6,360.3
AMBCONTROL,BOOTS COMPANY PLC (SSC),12-08-2024,7,17,29.8,368
AMBCONTROL,PHOENIX HEALTHCARE (ST ALBANS),12-08-2024,1,1,215.2,52.6
AMBIENT,ASDA,12-08-2024,2,5,93.7,115.5
AMBIENT,BOOTS COMPANY PLC (SSC),12-08-2024,4,8,29.8,170.7
AMBCONTROL,FAO TOM LUDLOW/ LIAM CONVEY,12-08-2024,1,3,292.8,183.3
AMBCONTROL,PHOENIX HEALTHCARE (BIRMINGHAM,12-08-2024,1,4,90.8,111.9
AMBCONTROL,ALLOGA UK,13-08-2024,3,24,12.2,405.6
AMBIENT,COSTCO WHOLESALE UK LTD,13-08-2024,1,2,234.4,86.3
AMBIENT,AMAZON EU S.A.R.L,13-08-2024,1,1,185.1,46.6
AMBCONTROL,LIDL GB LTD (RUNCORN),13-08-2024,1,1,119.6,47.6
AMBCONTROL,ONE STOP STORES LTD (WAKEFIELD,13-08-2024,1,2,87.4,57.6
AMBCONTROL,ONE STOP STORES LTD,13-08-2024,1,2,83.1,56.2
AMBCONTROL,B & M RETAIL LTD,13-08-2024,1,1,160.1,47.6
AMBCONTROL,AAH PHARMA (PERRY BARR),13-08-2024,1,4,97.6,111.9
AMBCONTROL,ALLIANCE HEALTHCARE (NOTTINGHA,13-08-2024,2,3,29.8,77.6
AMBCONTROL,TESCO (BOLTON 510),13-08-2024,1,11,117.8,349.2
AMBCONTROL,ALDI STORES LTD (GOLDTHORPE),13-08-2024,1,1,62.1,32.1
AMBCONTROL,BOOKER RETAIL PARTNERS GB LTD,13-08-2024,1,1,74.3,36.9
AMBCONTROL,BOOKER RETAIL PARTNERS DIDCOT,13-08-2024,1,1,213,51.2
AMBCONTROL,"AMAZON IBA9 (KNOTTINGLEY, UK)",13-08-2024,2,2,89.3,73.8
AMBCONTROL,AMAZON DEESIDE XLP1,13-08-2024,1,2,144.3,86.2
AMBCONTROL,LIDL DISTRIBUTION CENTRE,13-08-2024,1,1,58.3,38.8
AMBCONTROL,ASDA,13-08-2024,2,9,93.7,199.1
AMBCONTROL,ALLIANCE HEALTHCARE (NEWCASTLE,13-08-2024,1,2,268.8,111.9
AMBIENT,AMAZON.CO.UK LTD (BHX3 DAVENTR,13-08-2024,1,1,124.8,40.7
AMBCONTROL,LIDL GB LTD (SOUTHAMPTON),13-08-2024,1,1,305.1,69.8
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,13-08-2024,2,19,239.5,914.9
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),13-08-2024,1,25,107.4,527.9
AMBCONTROL,BESTWAY PHARMACY NDC LTD,13-08-2024,1,2,69.1,57.1
AMBCONTROL,ALDI STORES LTD (NESTON),13-08-2024,1,3,146.3,121.3
AMBCONTROL,AAH PHARMA (GLASGOW),13-08-2024,1,1,451.8,98.2
AMBCONTROL,ALDI STORES LTD (BATHGATE),13-08-2024,1,2,435.3,170.5
AMBCONTROL,ALLIANCE HEALTHCARE (SWANSEA),13-08-2024,1,2,303.4,152.1
AMBCONTROL,ALLIANCE HEALTHCARE (LETCHWORT,13-08-2024,1,5,188,204
AMBIENT,BOOTS COMPANY PLC (SSC),13-08-2024,5,6,29.8,161.5
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,13-08-2024,1,15,222.9,628
AMBCONTROL,CO-OP GRP LTD - NDC COVENTRY,13-08-2024,1,3,97.7,89.7
AMBCONTROL,ALLIANCE HEALTHCARE (EXETER-CO,13-08-2024,1,1,384.3,86.6
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,13-08-2024,2,10,185.1,383
AMBCONTROL,BOOTS COMPANY PLC (SSC),13-08-2024,4,8,29.8,184.8
AMBCONTROL,PHOENIX HEALTHCARE (PORTSMOUTH,13-08-2024,1,1,318.6,77.6
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,13-08-2024,1,25,133.2,606.3
AMBCONTROL,DAY LEWIS MEDICAL LIMITED,13-08-2024,1,1,268.6,65.2
AMBCONTROL,ALLOGA UK LTD - AP 3,14-08-2024,3,43,1.6,680
AMBCONTROL,ALLOGA UK,14-08-2024,1,20,12.2,313.6
AMBIENT,SUPERDRUG STORES PLC (DUNSTABL,14-08-2024,1,10,185.1,318.2
